Country,Year,Sex,Age,Suicide,Suicides_100k_Pop,Population, GDP  ,generation
Kazakhstan,2002,Female,35-54 years,198,9.74,2033504,"24,636,593,223",Boomers
Kazakhstan,2002,Male,05-14 years,67,4.7,1424722,"24,636,593,223",Millenials
Kazakhstan,2002,Female,05-14 years,20,1.46,1372725,"24,636,593,223",Millenials
Kazakhstan,2003,Male,25-34 years,938,82.15,1141761,"30,833,699,703",Generation X
Kazakhstan,2003,Male,55-74 years,530,75.41,702817,"30,833,699,703",Silent
Kazakhstan,2003,Male,35-54 years,1386,74.69,1855662,"30,833,699,703",Boomers
Kazakhstan,2003,Male,75+ years,60,60.5,99171,"30,833,699,703",Silent
Kazakhstan,2003,Male,15-24 years,652,44.99,1449082,"30,833,699,703",Millenials
Kazakhstan,2003,Female,75+ years,60,23.09,259838,"30,833,699,703",Silent
Kazakhstan,2003,Female,55-74 years,139,13.95,996433,"30,833,699,703",Silent
Kazakhstan,2003,Female,15-24 years,157,11.14,1408946,"30,833,699,703",Millenials
Kazakhstan,2003,Female,35-54 years,202,9.84,2053544,"30,833,699,703",Boomers
Kazakhstan,2003,Female,25-34 years,114,9.83,1159693,"30,833,699,703",Generation X
Kazakhstan,2003,Male,05-14 years,67,4.9,1368679,"30,833,699,703",Millenials
Kazakhstan,2003,Female,05-14 years,16,1.22,1316237,"30,833,699,703",Millenials
Kazakhstan,2004,Male,25-34 years,967,83.42,1159137,"43,151,647,003",Generation X
Kazakhstan,2004,Male,35-54 years,1427,76.11,1874980,"43,151,647,003",Boomers
Kazakhstan,2004,Male,75+ years,75,70.77,105970,"43,151,647,003",Silent
Kazakhstan,2004,Male,55-74 years,441,62.44,706313,"43,151,647,003",Silent
Kazakhstan,2004,Male,15-24 years,735,49.66,1480125,"43,151,647,003",Millenials
Kazakhstan,2004,Female,75+ years,61,22.49,271208,"43,151,647,003",Silent
Kazakhstan,2004,Female,15-24 years,177,12.3,1438621,"43,151,647,003",Millenials
Kazakhstan,2004,Female,25-34 years,131,11.15,1174778,"43,151,647,003",Generation X
Kazakhstan,2004,Female,55-74 years,101,10.06,1004413,"43,151,647,003",Silent
Kazakhstan,2004,Female,35-54 years,208,10.02,2076222,"43,151,647,003",Boomers
Kazakhstan,2004,Male,05-14 years,57,4.33,1317575,"43,151,647,003",Millenials
Kazakhstan,2004,Female,05-14 years,14,1.11,1263986,"43,151,647,003",Millenials
Kazakhstan,2005,Male,25-34 years,868,73.91,1174447,"57,123,671,734",Generation X
Kazakhstan,2005,Male,35-54 years,1225,64.69,1893623,"57,123,671,734",Boomers
Kazakhstan,2005,Male,55-74 years,402,56.13,716191,"57,123,671,734",Silent
Kazakhstan,2005,Male,75+ years,61,54.26,112427,"57,123,671,734",Silent
Kazakhstan,2005,Male,15-24 years,635,42.13,1507234,"57,123,671,734",Millenials
Kazakhstan,2005,Female,75+ years,54,19.3,279776,"57,123,671,734",Silent
Kazakhstan,2005,Female,25-34 years,126,10.6,1188857,"57,123,671,734",Generation X
Kazakhstan,2005,Female,15-24 years,153,10.45,1464554,"57,123,671,734",Millenials
Kazakhstan,2005,Female,55-74 years,100,9.79,1021709,"57,123,671,734",Silent
Kazakhstan,2005,Female,35-54 years,177,8.44,2097655,"57,123,671,734",Boomers
Kazakhstan,2005,Male,05-14 years,78,6.13,1272278,"57,123,671,734",Millenials
Kazakhstan,2005,Female,05-14 years,24,1.97,1219019,"57,123,671,734",Millenials
Kazakhstan,2006,Male,25-34 years,944,79.39,1189058,"81,003,884,545",Generation X
Kazakhstan,2006,Male,35-54 years,1225,63.96,1915309,"81,003,884,545",Boomers
Kazakhstan,2006,Male,75+ years,71,61.14,116133,"81,003,884,545",Silent
Kazakhstan,2006,Male,55-74 years,436,59.69,730464,"81,003,884,545",Silent
Kazakhstan,2006,Male,15-24 years,657,42.94,1530192,"81,003,884,545",Millenials
Kazakhstan,2006,Female,75+ years,53,18.76,282507,"81,003,884,545",Silent
Kazakhstan,2006,Female,15-24 years,181,12.17,1486771,"81,003,884,545",Millenials
Kazakhstan,2006,Female,55-74 years,106,10.12,1047352,"81,003,884,545",Silent
Kazakhstan,2006,Female,25-34 years,121,10.06,1202659,"81,003,884,545",Generation X
Kazakhstan,2006,Female,35-54 years,190,8.96,2121510,"81,003,884,545",Boomers
Kazakhstan,2006,Male,05-14 years,68,5.51,1234397,"81,003,884,545",Millenials
Kazakhstan,2006,Female,05-14 years,24,2.03,1181324,"81,003,884,545",Millenials
Kazakhstan,2007,Male,25-34 years,919,76.05,1208359,"104,849,886,826",Generation X
Kazakhstan,2007,Male,75+ years,77,65.87,116899,"104,849,886,826",Silent
Kazakhstan,2007,Male,35-54 years,1275,65.86,1935835,"104,849,886,826",Boomers
Kazakhstan,2007,Male,55-74 years,412,55.11,747545,"104,849,886,826",Silent
Kazakhstan,2007,Male,15-24 years,648,42.01,1542361,"104,849,886,826",Millenials
Kazakhstan,2007,Female,75+ years,50,17.75,281627,"104,849,886,826",Silent
Kazakhstan,2007,Female,15-24 years,203,13.54,1498711,"104,849,886,826",Millenials
Kazakhstan,2007,Female,25-34 years,140,11.48,1219565,"104,849,886,826",Generation X
Kazakhstan,2007,Female,35-54 years,210,9.79,2144647,"104,849,886,826",Boomers
Kazakhstan,2007,Female,55-74 years,88,8.16,1077829,"104,849,886,826",Silent
Kazakhstan,2007,Male,05-14 years,89,7.4,1202402,"104,849,886,826",Generation Z
Kazakhstan,2007,Female,05-14 years,30,2.61,1149826,"104,849,886,826",Generation Z
Kazakhstan,2008,Male,75+ years,86,73.62,116815,"133,441,612,247",Silent
Kazakhstan,2008,Male,25-34 years,860,69.8,1232084,"133,441,612,247",Generation X
Kazakhstan,2008,Male,35-54 years,1178,60.26,1954893,"133,441,612,247",Boomers
Kazakhstan,2008,Male,55-74 years,383,49.95,766809,"133,441,612,247",Silent
Kazakhstan,2008,Male,15-24 years,657,42.65,1540282,"133,441,612,247",Millenials
Kazakhstan,2008,Female,75+ years,47,16.78,280166,"133,441,612,247",Silent
Kazakhstan,2008,Female,15-24 years,239,15.97,1496633,"133,441,612,247",Millenials
Kazakhstan,2008,Female,25-34 years,152,12.26,1240283,"133,441,612,247",Generation X
Kazakhstan,2008,Female,35-54 years,217,10.02,2165507,"133,441,612,247",Boomers
Kazakhstan,2008,Female,55-74 years,93,8.37,1110519,"133,441,612,247",Silent
Kazakhstan,2008,Male,05-14 years,66,5.58,1182019,"133,441,612,247",Generation Z
Kazakhstan,2008,Female,05-14 years,19,1.68,1130043,"133,441,612,247",Generation Z
Kazakhstan,2009,Male,25-34 years,848,67.1,1263819,"115,308,661,143",Generation X
Kazakhstan,2009,Male,35-54 years,1181,59.63,1980466,"115,308,661,143",Boomers
Kazakhstan,2009,Male,75+ years,60,51.49,116533,"115,308,661,143",Silent
Kazakhstan,2009,Male,55-74 years,380,47.95,792505,"115,308,661,143",Silent
Kazakhstan,2009,Male,15-24 years,608,39.66,1533027,"115,308,661,143",Millenials
Kazakhstan,2009,Female,75+ years,42,15.12,277759,"115,308,661,143",Silent
Kazakhstan,2009,Female,15-24 years,214,14.37,1488994,"115,308,661,143",Millenials
Kazakhstan,2009,Female,25-34 years,145,11.42,1269302,"115,308,661,143",Generation X
Kazakhstan,2009,Female,35-54 years,192,8.76,2191360,"115,308,661,143",Boomers
Kazakhstan,2009,Female,55-74 years,99,8.61,1150346,"115,308,661,143",Silent
Kazakhstan,2009,Male,05-14 years,43,3.65,1179629,"115,308,661,143",Generation Z
Kazakhstan,2009,Female,05-14 years,26,2.31,1126895,"115,308,661,143",Generation Z
Kazakhstan,2010,Male,75+ years,72,63.5,113390,"148,047,348,241",Silent
Kazakhstan,2010,Male,25-34 years,808,61.67,1310211,"148,047,348,241",Generation X
Kazakhstan,2010,Male,35-54 years,1118,54.87,2037599,"148,047,348,241",Generation X
Kazakhstan,2010,Male,55-74 years,389,48,810461,"148,047,348,241",Silent
Kazakhstan,2010,Male,15-24 years,528,33.94,1555580,"148,047,348,241",Millenials
Kazakhstan,2010,Female,75+ years,39,14.8,263531,"148,047,348,241",Silent
Kazakhstan,2010,Female,15-24 years,193,12.45,1549811,"148,047,348,241",Millenials
Kazakhstan,2010,Female,25-34 years,140,10.51,1332552,"148,047,348,241",Generation X
Kazakhstan,2010,Female,55-74 years,88,7.69,1144484,"148,047,348,241",Silent
Kazakhstan,2010,Female,35-54 years,160,7.18,2227790,"148,047,348,241",Generation X
Kazakhstan,2010,Male,05-14 years,49,4.04,1212500,"148,047,348,241",Generation Z
Kazakhstan,2010,Female,05-14 years,25,2.16,1155258,"148,047,348,241",Generation Z
Kazakhstan,2011,Male,25-34 years,778,57.85,1344771,"192,626,507,972",Millenials
Kazakhstan,2011,Male,75+ years,64,53.35,119954,"192,626,507,972",Silent
Kazakhstan,2011,Male,35-54 years,1062,51.49,2062451,"192,626,507,972",Generation X
Kazakhstan,2011,Male,55-74 years,358,43.07,831202,"192,626,507,972",Boomers
Kazakhstan,2011,Male,15-24 years,493,32.31,1526023,"192,626,507,972",Millenials
Kazakhstan,2011,Female,75+ years,44,16.1,273217,"192,626,507,972",Silent
Kazakhstan,2011,Female,15-24 years,171,11.29,1514356,"192,626,507,972",Millenials
Kazakhstan,2011,Female,25-34 years,128,9.36,1367342,"192,626,507,972",Millenials
Kazakhstan,2011,Female,35-54 years,166,7.37,2253866,"192,626,507,972",Generation X
Kazakhstan,2011,Female,55-74 years,78,6.65,1172197,"192,626,507,972",Boomers
Kazakhstan,2011,Male,05-14 years,38,3.12,1218724,"192,626,507,972",Generation Z
Kazakhstan,2011,Female,05-14 years,21,1.8,1169247,"192,626,507,972",Generation Z
Kazakhstan,2012,Male,25-34 years,716,51.71,1384736,"207,998,568,866",Millenials
Kazakhstan,2012,Male,35-54 years,1074,51.58,2082135,"207,998,568,866",Generation X
Kazakhstan,2012,Male,75+ years,60,46.19,129890,"207,998,568,866",Silent
Kazakhstan,2012,Male,55-74 years,368,43.19,852033,"207,998,568,866",Boomers
Kazakhstan,2012,Male,15-24 years,426,28.76,1481240,"207,998,568,866",Millenials
Kazakhstan,2012,Female,75+ years,40,13.84,288919,"207,998,568,866",Silent
Kazakhstan,2012,Female,15-24 years,131,8.95,1464381,"207,998,568,866",Millenials
Kazakhstan,2012,Female,35-54 years,181,7.96,2273726,"207,998,568,866",Generation X
Kazakhstan,2012,Female,25-34 years,111,7.88,1407854,"207,998,568,866",Millenials
Kazakhstan,2012,Female,55-74 years,93,7.76,1198153,"207,998,568,866",Boomers
Kazakhstan,2012,Male,05-14 years,33,2.62,1261734,"207,998,568,866",Generation Z
Kazakhstan,2012,Female,05-14 years,7,0.58,1198748,"207,998,568,866",Generation Z
Kazakhstan,2013,Male,75+ years,78,55.71,140008,"236,634,552,078",Silent
Kazakhstan,2013,Male,35-54 years,1142,54.41,2098964,"236,634,552,078",Generation X
Kazakhstan,2013,Male,25-34 years,733,51.42,1425587,"236,634,552,078",Millenials
Kazakhstan,2013,Male,55-74 years,393,44.73,878598,"236,634,552,078",Boomers
Kazakhstan,2013,Male,15-24 years,449,31.4,1429864,"236,634,552,078",Millenials
Kazakhstan,2013,Female,75+ years,48,15.63,307080,"236,634,552,078",Silent
Kazakhstan,2013,Female,15-24 years,182,12.95,1405609,"236,634,552,078",Millenials
Kazakhstan,2013,Female,25-34 years,136,9.37,1451026,"236,634,552,078",Millenials
Kazakhstan,2013,Female,35-54 years,193,8.43,2289754,"236,634,552,078",Generation X
Kazakhstan,2013,Female,55-74 years,89,7.25,1228388,"236,634,552,078",Boomers
Kazakhstan,2013,Male,05-14 years,42,3.2,1313549,"236,634,552,078",Generation Z
Kazakhstan,2013,Female,05-14 years,27,2.17,1246955,"236,634,552,078",Generation Z
Kazakhstan,2014,Male,35-54 years,1082,51.13,2116035,"221,415,572,820",Generation X
Kazakhstan,2014,Male,75+ years,70,47.11,148578,"221,415,572,820",Silent
Kazakhstan,2014,Male,25-34 years,667,45.62,1462224,"221,415,572,820",Millenials
Kazakhstan,2014,Male,55-74 years,343,37.65,911127,"221,415,572,820",Boomers
Kazakhstan,2014,Male,15-24 years,356,25.85,1377269,"221,415,572,820",Millenials
Kazakhstan,2014,Female,75+ years,47,14.44,325593,"221,415,572,820",Silent
Kazakhstan,2014,Female,15-24 years,132,9.82,1344351,"221,415,572,820",Millenials
Kazakhstan,2014,Female,25-34 years,126,8.45,1490998,"221,415,572,820",Millenials
Kazakhstan,2014,Female,35-54 years,171,7.42,2303567,"221,415,572,820",Generation X
Kazakhstan,2014,Female,55-74 years,69,5.46,1263876,"221,415,572,820",Boomers
Kazakhstan,2014,Male,05-14 years,38,2.76,1377917,"221,415,572,820",Generation Z
Kazakhstan,2014,Female,05-14 years,18,1.38,1307309,"221,415,572,820",Generation Z
Kazakhstan,2015,Male,75+ years,72,46.04,156393,"184,388,432,149",Silent
Kazakhstan,2015,Male,35-54 years,962,45.15,2130654,"184,388,432,149",Generation X
Kazakhstan,2015,Male,25-34 years,603,40.4,1492576,"184,388,432,149",Millenials
Kazakhstan,2015,Male,55-74 years,363,38.16,951365,"184,388,432,149",Boomers
Kazakhstan,2015,Male,15-24 years,312,23.53,1326082,"184,388,432,149",Millenials
Kazakhstan,2015,Female,75+ years,42,12.22,343577,"184,388,432,149",Silent
Kazakhstan,2015,Female,15-24 years,127,9.88,1285407,"184,388,432,149",Millenials
Kazakhstan,2015,Female,35-54 years,175,7.56,2313458,"184,388,432,149",Generation X
Kazakhstan,2015,Female,25-34 years,108,7.09,1524321,"184,388,432,149",Millenials
Kazakhstan,2015,Female,55-74 years,65,4.97,1306669,"184,388,432,149",Boomers
Kazakhstan,2015,Male,05-14 years,30,2.07,1445862,"184,388,432,149",Generation Z
Kazakhstan,2015,Female,05-14 years,13,0.95,1370388,"184,388,432,149",Generation Z
Kiribati,1991,Male,15-24 years,5,73.65,6789,"47,515,189",Generation X
Kiribati,1991,Male,55-74 years,1,42.64,2345,"47,515,189",Silent
Kiribati,1991,Male,25-34 years,1,17.81,5615,"47,515,189",Boomers
Kiribati,1991,Male,35-54 years,1,16.39,6101,"47,515,189",Boomers
Kiribati,1991,Female,25-34 years,1,16.38,6105,"47,515,189",Boomers
Kiribati,1991,Female,15-24 years,1,14.67,6818,"47,515,189",Generation X
Kiribati,1991,Female,35-54 years,0,0,6440,"47,515,189",Boomers
Kiribati,1991,Female,05-14 years,0,0,8932,"47,515,189",Millenials
Kiribati,1991,Female,55-74 years,0,0,2759,"47,515,189",Silent
Kiribati,1991,Female,75+ years,0,0,460,"47,515,189",G.I. Generation
Kiribati,1991,Male,05-14 years,0,0,9213,"47,515,189",Millenials
Kiribati,1991,Male,75+ years,0,0,278,"47,515,189",G.I. Generation
Kiribati,1992,Female,55-74 years,1,35.73,2799,"47,737,955",Silent
Kiribati,1992,Male,15-24 years,2,29.99,6669,"47,737,955",Generation X
Kiribati,1992,Male,35-54 years,1,16.06,6226,"47,737,955",Boomers
Kiribati,1992,Female,15-24 years,0,0,6692,"47,737,955",Generation X
Kiribati,1992,Female,25-34 years,0,0,6273,"47,737,955",Boomers
Kiribati,1992,Female,35-54 years,0,0,6581,"47,737,955",Boomers
Kiribati,1992,Female,05-14 years,0,0,9190,"47,737,955",Millenials
Kiribati,1992,Female,75+ years,0,0,474,"47,737,955",G.I. Generation
Kiribati,1992,Male,25-34 years,0,0,5802,"47,737,955",Boomers
Kiribati,1992,Male,05-14 years,0,0,9496,"47,737,955",Millenials
Kiribati,1992,Male,55-74 years,0,0,2368,"47,737,955",Silent
Kiribati,1992,Male,75+ years,0,0,286,"47,737,955",G.I. Generation
Kiribati,1993,Male,35-54 years,3,47.1,6370,"46,919,625",Boomers
Kiribati,1993,Male,15-24 years,3,45.56,6585,"46,919,625",Generation X
Kiribati,1993,Male,55-74 years,1,41.95,2384,"46,919,625",Silent
Kiribati,1993,Male,25-34 years,2,33.57,5958,"46,919,625",Boomers
Kiribati,1993,Female,15-24 years,1,15.2,6579,"46,919,625",Generation X
Kiribati,1993,Female,05-14 years,1,10.62,9415,"46,919,625",Millenials
Kiribati,1993,Male,05-14 years,1,10.22,9780,"46,919,625",Millenials
Kiribati,1993,Female,25-34 years,0,0,6436,"46,919,625",Boomers
Kiribati,1993,Female,35-54 years,0,0,6730,"46,919,625",Boomers
Kiribati,1993,Female,55-74 years,0,0,2840,"46,919,625",Silent
Kiribati,1993,Female,75+ years,0,0,481,"46,919,625",G.I. Generation
Kiribati,1993,Male,75+ years,0,0,290,"46,919,625",G.I. Generation
Kiribati,1994,Male,35-54 years,3,45.95,6529,"54,832,578",Boomers
Kiribati,1994,Male,15-24 years,3,45.69,6566,"54,832,578",Generation X
Kiribati,1994,Male,25-34 years,2,33.04,6053,"54,832,578",Boomers
Kiribati,1994,Female,15-24 years,1,15.32,6528,"54,832,578",Generation X
Kiribati,1994,Female,05-14 years,1,10.4,9619,"54,832,578",Millenials
Kiribati,1994,Female,25-34 years,0,0,6565,"54,832,578",Boomers
Kiribati,1994,Female,35-54 years,0,0,6893,"54,832,578",Boomers
Kiribati,1994,Female,55-74 years,0,0,2878,"54,832,578",Silent
Kiribati,1994,Female,75+ years,0,0,481,"54,832,578",G.I. Generation
Kiribati,1994,Male,05-14 years,0,0,10069,"54,832,578",Millenials
Kiribati,1994,Male,55-74 years,0,0,2399,"54,832,578",Silent
Kiribati,1994,Male,75+ years,0,0,291,"54,832,578",G.I. Generation
Kiribati,1995,Male,55-74 years,1,41.63,2402,"56,338,028",Silent
Kiribati,1995,Male,15-24 years,1,15.08,6630,"56,338,028",Generation X
Kiribati,1995,Female,15-24 years,0,0,6571,"56,338,028",Generation X
Kiribati,1995,Female,25-34 years,0,0,6640,"56,338,028",Generation X
Kiribati,1995,Female,35-54 years,0,0,7072,"56,338,028",Boomers
Kiribati,1995,Female,05-14 years,0,0,9815,"56,338,028",Millenials
Kiribati,1995,Female,55-74 years,0,0,2912,"56,338,028",Silent
Kiribati,1995,Female,75+ years,0,0,479,"56,338,028",G.I. Generation
Kiribati,1995,Male,25-34 years,0,0,6064,"56,338,028",Generation X
Kiribati,1995,Male,35-54 years,0,0,6710,"56,338,028",Boomers
Kiribati,1995,Male,05-14 years,0,0,10341,"56,338,028",Millenials
Kiribati,1995,Male,75+ years,0,0,287,"56,338,028",G.I. Generation
Kiribati,1996,Male,05-14 years,2,18.92,10569,"66,515,377",Millenials
Kiribati,1996,Female,25-34 years,1,15.07,6635,"66,515,377",Generation X
Kiribati,1996,Female,15-24 years,1,14.89,6716,"66,515,377",Generation X
Kiribati,1996,Male,15-24 years,1,14.78,6768,"66,515,377",Generation X
Kiribati,1996,Female,35-54 years,1,13.69,7304,"66,515,377",Boomers
Kiribati,1996,Female,05-14 years,0,0,10009,"66,515,377",Millenials
Kiribati,1996,Female,55-74 years,0,0,2947,"66,515,377",Silent
Kiribati,1996,Female,75+ years,0,0,497,"66,515,377",G.I. Generation
Kiribati,1996,Male,25-34 years,0,0,6063,"66,515,377",Generation X
Kiribati,1996,Male,35-54 years,0,0,6914,"66,515,377",Boomers
Kiribati,1996,Male,55-74 years,0,0,2407,"66,515,377",Silent
Kiribati,1996,Male,75+ years,0,0,297,"66,515,377",G.I. Generation
Kiribati,1997,Male,25-34 years,2,33.31,6005,"67,537,480",Generation X
Kiribati,1997,Male,15-24 years,2,28.72,6964,"67,537,480",Generation X
Kiribati,1997,Male,35-54 years,1,14.03,7127,"67,537,480",Boomers
Kiribati,1997,Female,15-24 years,0,0,6944,"67,537,480",Generation X
Kiribati,1997,Female,25-34 years,0,0,6591,"67,537,480",Generation X
Kiribati,1997,Female,35-54 years,0,0,7543,"67,537,480",Boomers
Kiribati,1997,Female,05-14 years,0,0,10166,"67,537,480",Millenials
Kiribati,1997,Female,55-74 years,0,0,2985,"67,537,480",Silent
Kiribati,1997,Female,75+ years,0,0,509,"67,537,480",G.I. Generation
Kiribati,1997,Male,05-14 years,0,0,10775,"67,537,480",Millenials
Kiribati,1997,Male,55-74 years,0,0,2417,"67,537,480",Silent
Kiribati,1997,Male,75+ years,0,0,302,"67,537,480",G.I. Generation
Kiribati,1998,Male,15-24 years,2,27.72,7215,"65,334,841",Generation X
Kiribati,1998,Male,35-54 years,1,13.6,7353,"65,334,841",Boomers
Kiribati,1998,Male,05-14 years,1,9.13,10956,"65,334,841",Millenials
Kiribati,1998,Female,15-24 years,0,0,7231,"65,334,841",Generation X
Kiribati,1998,Female,25-34 years,0,0,6532,"65,334,841",Generation X
Kiribati,1998,Female,35-54 years,0,0,7809,"65,334,841",Boomers
Kiribati,1998,Female,05-14 years,0,0,10285,"65,334,841",Millenials
Kiribati,1998,Female,55-74 years,0,0,3029,"65,334,841",Silent
Kiribati,1998,Female,75+ years,0,0,516,"65,334,841",G.I. Generation
Kiribati,1998,Male,25-34 years,0,0,5909,"65,334,841",Generation X
Kiribati,1998,Male,55-74 years,0,0,2431,"65,334,841",Silent
Kiribati,1998,Male,75+ years,0,0,304,"65,334,841",G.I. Generation
Kiribati,1999,Female,15-24 years,0,0,7547,"69,032,258",Generation X
Kiribati,1999,Female,25-34 years,0,0,6481,"69,032,258",Generation X
Kiribati,1999,Female,35-54 years,0,0,8111,"69,032,258",Boomers
Kiribati,1999,Female,05-14 years,0,0,10385,"69,032,258",Millenials
Kiribati,1999,Female,55-74 years,0,0,3089,"69,032,258",Silent
Kiribati,1999,Female,75+ years,0,0,521,"69,032,258",G.I. Generation
Kiribati,1999,Male,15-24 years,0,0,7503,"69,032,258",Generation X
Kiribati,1999,Male,25-34 years,0,0,5815,"69,032,258",Generation X
Kiribati,1999,Male,35-54 years,0,0,7604,"69,032,258",Boomers
Kiribati,1999,Male,05-14 years,0,0,11126,"69,032,258",Millenials
Kiribati,1999,Male,55-74 years,0,0,2463,"69,032,258",Silent
Kiribati,1999,Male,75+ years,0,0,293,"69,032,258",G.I. Generation
Kiribati,2000,Female,15-24 years,0,0,7870,"67,254,174",Generation X
Kiribati,2000,Female,25-34 years,0,0,6442,"67,254,174",Generation X
Kiribati,2000,Female,35-54 years,0,0,8455,"67,254,174",Boomers
Kiribati,2000,Female,05-14 years,0,0,10475,"67,254,174",Millenials
Kiribati,2000,Female,55-74 years,0,0,3159,"67,254,174",Silent
Kiribati,2000,Female,75+ years,0,0,522,"67,254,174",G.I. Generation
Kiribati,2000,Male,15-24 years,0,0,7812,"67,254,174",Generation X
Kiribati,2000,Male,25-34 years,0,0,5737,"67,254,174",Generation X
Kiribati,2000,Male,35-54 years,0,0,7888,"67,254,174",Boomers
Kiribati,2000,Male,05-14 years,0,0,11289,"67,254,174",Millenials
Kiribati,2000,Male,55-74 years,0,0,2513,"67,254,174",Silent
Kiribati,2000,Male,75+ years,0,0,278,"67,254,174",G.I. Generation
Kiribati,2001,Female,15-24 years,0,0,8197,"63,101,272",Millenials
Kiribati,2001,Female,25-34 years,0,0,6348,"63,101,272",Generation X
Kiribati,2001,Female,35-54 years,0,0,8720,"63,101,272",Boomers
Kiribati,2001,Female,05-14 years,0,0,10585,"63,101,272",Millenials
Kiribati,2001,Female,55-74 years,0,0,3228,"63,101,272",Silent
Kiribati,2001,Female,75+ years,0,0,539,"63,101,272",Silent
Kiribati,2001,Male,15-24 years,0,0,8151,"63,101,272",Millenials
Kiribati,2001,Male,25-34 years,0,0,5692,"63,101,272",Generation X
Kiribati,2001,Male,35-54 years,0,0,8117,"63,101,272",Boomers
Kiribati,2001,Male,05-14 years,0,0,11403,"63,101,272",Millenials
Kiribati,2001,Male,55-74 years,0,0,2577,"63,101,272",Silent
Kiribati,2001,Male,75+ years,0,0,294,"63,101,272",Silent
Kuwait,1985,Male,55-74 years,1,2.84,35200,"21,442,619,681",G.I. Generation
Kuwait,1985,Male,35-54 years,6,2.55,235600,"21,442,619,681",Silent
Kuwait,1985,Male,25-34 years,5,2.19,228000,"21,442,619,681",Boomers
Kuwait,1985,Female,25-34 years,2,1.47,136200,"21,442,619,681",Boomers
Kuwait,1985,Male,15-24 years,2,1.33,150900,"21,442,619,681",Generation X
Kuwait,1985,Female,35-54 years,1,0.82,121900,"21,442,619,681",Silent
Kuwait,1985,Female,15-24 years,0,0,145200,"21,442,619,681",Generation X
Kuwait,1985,Female,05-14 years,0,0,189600,"21,442,619,681",Generation X
Kuwait,1985,Female,55-74 years,0,0,22400,"21,442,619,681",G.I. Generation
Kuwait,1985,Female,75+ years,0,0,3400,"21,442,619,681",G.I. Generation
Kuwait,1985,Male,05-14 years,0,0,196600,"21,442,619,681",Generation X
Kuwait,1985,Male,75+ years,0,0,3000,"21,442,619,681",G.I. Generation
Kuwait,1986,Male,15-24 years,4,2.54,157400,"17,903,681,693",Generation X
Kuwait,1986,Female,25-34 years,3,2.1,143000,"17,903,681,693",Boomers
Kuwait,1986,Male,25-34 years,5,2.1,238400,"17,903,681,693",Boomers
Kuwait,1986,Male,35-54 years,3,1.22,246500,"17,903,681,693",Silent
Kuwait,1986,Female,35-54 years,1,0.78,127800,"17,903,681,693",Silent
Kuwait,1986,Female,15-24 years,0,0,152100,"17,903,681,693",Generation X
Kuwait,1986,Female,05-14 years,0,0,198400,"17,903,681,693",Generation X
Kuwait,1986,Female,55-74 years,0,0,23400,"17,903,681,693",G.I. Generation
Kuwait,1986,Female,75+ years,0,0,3400,"17,903,681,693",G.I. Generation
Kuwait,1986,Male,05-14 years,0,0,205000,"17,903,681,693",Generation X
Kuwait,1986,Male,55-74 years,0,0,36700,"17,903,681,693",G.I. Generation
Kuwait,1986,Male,75+ years,0,0,3200,"17,903,681,693",G.I. Generation
Kuwait,1987,Female,55-74 years,1,4.12,24300,"22,365,734,482",G.I. Generation
Kuwait,1987,Male,25-34 years,6,2.4,249500,"22,365,734,482",Boomers
Kuwait,1987,Male,35-54 years,4,1.55,257900,"22,365,734,482",Silent
Kuwait,1987,Female,35-54 years,2,1.49,134100,"22,365,734,482",Silent
Kuwait,1987,Female,25-34 years,1,0.67,150100,"22,365,734,482",Boomers
Kuwait,1987,Female,15-24 years,1,0.63,159300,"22,365,734,482",Generation X
Kuwait,1987,Male,15-24 years,1,0.61,164300,"22,365,734,482",Generation X
Kuwait,1987,Female,05-14 years,0,0,207600,"22,365,734,482",Generation X
Kuwait,1987,Female,75+ years,0,0,3700,"22,365,734,482",G.I. Generation
Kuwait,1987,Male,05-14 years,0,0,213800,"22,365,734,482",Generation X
Kuwait,1987,Male,55-74 years,0,0,38400,"22,365,734,482",G.I. Generation
Kuwait,1987,Male,75+ years,0,0,3300,"22,365,734,482",G.I. Generation
Kuwait,1993,Female,25-34 years,4,3.06,130800,"23,941,391,391",Boomers
Kuwait,1993,Male,25-34 years,6,2.89,207800,"23,941,391,391",Boomers
Kuwait,1993,Male,55-74 years,1,2.84,35200,"23,941,391,391",Silent
Kuwait,1993,Male,35-54 years,4,1.76,227100,"23,941,391,391",Boomers
Kuwait,1993,Female,35-54 years,2,1.62,123800,"23,941,391,391",Boomers
Kuwait,1993,Male,15-24 years,1,0.84,119600,"23,941,391,391",Generation X
Kuwait,1993,Female,15-24 years,0,0,112300,"23,941,391,391",Generation X
Kuwait,1993,Female,05-14 years,0,0,144300,"23,941,391,391",Millenials
Kuwait,1993,Female,55-74 years,0,0,23500,"23,941,391,391",Silent
Kuwait,1993,Female,75+ years,0,0,2800,"23,941,391,391",G.I. Generation
Kuwait,1993,Male,05-14 years,0,0,143300,"23,941,391,391",Millenials
Kuwait,1993,Male,75+ years,0,0,3100,"23,941,391,391",G.I. Generation
Kuwait,1994,Female,25-34 years,7,5.27,132800,"24,848,483,838",Boomers
Kuwait,1994,Female,35-54 years,5,4.07,123000,"24,848,483,838",Boomers
Kuwait,1994,Male,25-34 years,8,2.86,279700,"24,848,483,838",Boomers
